sta_id,objectid,sta_objectid,centeroid_lat,centeroid_lng,fire_year,mof_fire_centre_name,fire_size_hectares,fire_cause
161,1869662,1,49.0703824102405,-116.16017193723295,1919,Southeast Fire Centre,659.4,Person
161,1869703,1,49.613073487663144,-114.93351809670575,1919,Southeast Fire Centre,151.4,Person
161,1869866,1,49.80396643094581,-117.55139684421579,1919,Southeast Fire Centre,811.2,Person
161,1869758,1,49.395913823756224,-117.64894376302614,1919,Southeast Fire Centre,320.1,Person
161,1869683,1,49.001329002169165,-118.12780485036804,1919,Southeast Fire Centre,105.10000000000001,Person
161,1869796,1,49.880590344878996,-115.88089770415392,1919,Southeast Fire Centre,11168.0,Lightning
161,1869906,1,49.53909328825221,-116.77284087894532,1919,Southeast Fire Centre,125.5,Lightning
161,1869905,1,50.02200542049878,-116.79756292748577,1919,Southeast Fire Centre,3096.8,Lightning
161,1869751,1,49.00622266684263,-116.41208514958903,1919,Southeast Fire Centre,104.8,Lightning
161,1869659,1,49.62793244138325,-115.0519658761862,1919,Southeast Fire Centre,597.8000000000001,Lightning
161,1869656,1,49.142144415243564,-117.17736085495807,1919,Southeast Fire Centre,121.7,Person
161,1869688,1,50.293199537870514,-116.98800316822569,1919,Southeast Fire Centre,135.3,Lightning
161,1869835,1,49.95674402669373,-115.76369099407167,1919,Southeast Fire Centre,2588.6,Person
161,1869901,1,49.06038173909134,-114.46201890699788,1919,Southeast Fire Centre,0.2,Person
161,1869673,1,49.86639251379104,-117.5545314325725,1919,Southeast Fire Centre,124.3,Person
161,1869684,1,49.53450109703866,-117.74090714367784,1919,Southeast Fire Centre,85.0,Person
161,1869820,1,49.014465727447174,-115.11842273624748,1919,Southeast Fire Centre,841.4,Person
161,1869899,1,49.42764233121101,-115.13587740744308,1919,Southeast Fire Centre,1594.9,Person
161,1869705,1,49.47926085787465,-115.0723494005866,1919,Southeast Fire Centre,90.8,Person
161,1869655,1,49.279831465339804,-114.59960310297197,1919,Southeast Fire Centre,872.2,Lightning
161,1869880,1,49.404089011988304,-115.79689376840143,1919,Southeast Fire Centre,1686.8,Person
161,1869872,1,50.88879097324286,-116.49741183152751,1919,Southeast Fire Centre,758.1,Person
161,1869862,1,49.082892224623066,-116.2571121665483,1919,Southeast Fire Centre,4190.5,Lightning
161,1869679,1,50.270627308216824,-117.73228665313185,1919,Southeast Fire Centre,253.1,Lightning
161,1869657,1,49.23828712033079,-117.26747091104865,1919,Southeast Fire Centre,760.3000000000001,Lightning
161,1869949,1,49.523059515192365,-115.45209542670473,1920,Southeast Fire Centre,421.0,Person
161,1870187,1,49.1312323513935,-114.93461958577184,1920,Southeast Fire Centre,971.3000000000001,Lightning
161,1869981,1,50.335632883706026,-118.06932023472643,1920,Southeast Fire Centre,289.8,Lightning
161,1870223,1,49.246791107748656,-115.23512530429595,1920,Southeast Fire Centre,27.1,Person
161,1869995,1,50.377481763576206,-117.022039841515,1920,Southeast Fire Centre,111.60000000000001,Lightning
161,1869933,1,49.46801750347603,-118.41931927863898,1920,Southeast Fire Centre,427.5,Lightning
161,1870007,1,49.24799823957981,-117.25763321672879,1920,Southeast Fire Centre,257.6,Lightning
161,1869926,1,49.38047749033894,-118.53784014975261,1920,Southeast Fire Centre,5484.6,Lightning
161,1870125,1,49.12763826514461,-114.46482539852533,1920,Southeast Fire Centre,259.0,Lightning
161,1869956,1,49.119926905245215,-118.5160305457747,1920,Southeast Fire Centre,444.40000000000003,Lightning
161,1870011,1,49.53489880969746,-117.34600491235132,1920,Southeast Fire Centre,25.8,Lightning
161,1870134,1,49.28829361686665,-115.08098544441381,1920,Southeast Fire Centre,210.6,Person
161,1870172,1,49.297205749526476,-117.42033072018415,1920,Southeast Fire Centre,20.1,Lightning
161,1869991,1,49.289851324284335,-117.21171583537182,1920,Southeast Fire Centre,19.900000000000002,Person
161,1869937,1,49.793554046699626,-117.24921826245158,1920,Southeast Fire Centre,1534.8,Lightning
161,1869948,1,49.956286234082306,-116.70615360707649,1920,Southeast Fire Centre,98.60000000000001,Lightning
161,1869964,1,49.83312344488472,-118.06676394508823,1920,Southeast Fire Centre,66.1,Person
161,1870081,1,49.568171484059036,-116.35917710353745,1920,Southeast Fire Centre,966.9,Lightning
161,1870022,1,49.60153961687326,-117.78368248180946,1920,Southeast Fire Centre,595.9,Lightning
161,1869955,1,49.819450057475485,-118.25307226353324,1920,Southeast Fire Centre,115.7,Lightning
161,1870196,1,50.851981449584535,-116.35977465800418,1920,Southeast Fire Centre,62.4,Person
161,1869951,1,49.93795909525906,-118.0474962551913,1920,Southeast Fire Centre,66.9,Lightning
161,1870183,1,49.173379810968065,-116.91760673377995,1920,Southeast Fire Centre,76.10000000000001,Lightning
161,1869966,1,49.18848994621655,-118.25749317852487,1920,Southeast Fire Centre,1354.4,Lightning
161,1869993,1,50.408338320289126,-116.99441024772636,1920,Southeast Fire Centre,568.3000000000001,Lightning
161,1870206,1,49.24279325633275,-117.72661694391978,1920,Southeast Fire Centre,93.9,Lightning
161,1870205,1,50.37465029080269,-118.57565414294908,1920,Southeast Fire Centre,287.90000000000003,Lightning
161,1870171,1,49.30851749271247,-117.41652970874546,1920,Southeast Fire Centre,11.700000000000001,Lightning
161,1870181,1,50.05431049293134,-117.38302812512026,1920,Southeast Fire Centre,99.2,Person
161,1869944,1,50.64133120414028,-116.99987938041063,1920,Southeast Fire Centre,968.9,Lightning
161,1870024,1,49.74493684830783,-117.34633344040414,1920,Southeast Fire Centre,213.70000000000002,Lightning
161,1869975,1,49.07585489715372,-118.96775939139644,1920,Southeast Fire Centre,165.3,Lightning
161,1870165,1,50.3641408860066,-116.19215435533789,1920,Southeast Fire Centre,5458.5,Lightning
161,1869979,1,49.14567065088611,-118.06670198631713,1920,Southeast Fire Centre,639.6,Lightning
161,1869978,1,50.553488645490695,-117.04847250697377,1920,Southeast Fire Centre,51.6,Lightning
161,1869963,1,50.66255326524951,-117.96571630393184,1920,Southeast Fire Centre,21.8,Lightning
161,1870145,1,50.023627545794476,-117.51239485219382,1920,Southeast Fire Centre,406.40000000000003,Lightning
161,1870009,1,50.032556420018764,-118.3864874781944,1920,Southeast Fire Centre,140.3,Lightning
161,1869952,1,49.682521390574585,-116.75082496961257,1920,Southeast Fire Centre,290.5,Lightning
161,1869932,1,49.09168113712449,-117.72327745997227,1920,Southeast Fire Centre,40.4,Person
161,1870191,1,49.238776814642215,-114.55962026865802,1920,Southeast Fire Centre,356.8,Person
161,1870229,1,49.231990145073084,-115.23729217575462,1920,Southeast Fire Centre,35.6,Person
161,1870071,1,49.24812562610006,-116.49096538805594,1920,Southeast Fire Centre,87.3,Lightning
161,1870087,1,49.04313203774271,-115.80903671693041,1920,Southeast Fire Centre,5097.8,Lightning
161,1870233,1,49.757830337752154,-116.9665558234551,1920,Southeast Fire Centre,171.5,Lightning
161,1870107,1,49.57725609454994,-115.57618431746761,1920,Southeast Fire Centre,30.400000000000002,Person
161,1870169,1,49.43071313883514,-117.46801395665014,1920,Southeast Fire Centre,241.6,Lightning
161,1870162,1,49.25282184813827,-115.52246309854812,1920,Southeast Fire Centre,1254.0,Lightning
161,1870095,1,50.01391552785896,-115.78337685474358,1920,Southeast Fire Centre,337.90000000000003,Person
161,1869925,1,49.67461219243007,-115.62932045787058,1920,Southeast Fire Centre,71.2,Person
161,1870143,1,49.24335403479873,-117.67015400667877,1920,Southeast Fire Centre,74.10000000000001,Person
161,1870018,1,49.66300322123804,-117.31213261441967,1920,Southeast Fire Centre,181.9,Lightning
161,1869947,1,49.06798134655573,-118.12797570053888,1920,Southeast Fire Centre,1499.7,Person
161,1870203,1,49.7026002286279,-115.81299595293586,1920,Southeast Fire Centre,108.7,Person
161,1870138,1,49.04266801400922,-114.91948159146594,1920,Southeast Fire Centre,852.0,Lightning
161,1870199,1,50.45890757320874,-115.73011287891792,1920,Southeast Fire Centre,1185.5,Person
161,1869921,1,50.26540439769808,-116.71863773394118,1920,Southeast Fire Centre,166.6,Lightning
161,1870135,1,49.023128121017066,-114.77062186926467,1920,Southeast Fire Centre,1421.3,Person
161,1870214,1,50.966636079271076,-116.34969353608116,1920,Southeast Fire Centre,385.3,Lightning
161,1870070,1,49.25137678088529,-116.49631360155618,1920,Southeast Fire Centre,52.7,Lightning
161,1869950,1,49.71687497263364,-117.13847433766192,1920,Southeast Fire Centre,234.1,Lightning
161,1870217,1,49.502470467995245,-114.9928865160872,1920,Southeast Fire Centre,746.7,Person
161,1869935,1,49.53422252142501,-117.50690758109235,1920,Southeast Fire Centre,287.5,Lightning
161,1870158,1,50.09150149001453,-115.77379271022915,1920,Southeast Fire Centre,202.70000000000002,Person
161,1869967,1,49.01109624330077,-117.50293553371755,1920,Southeast Fire Centre,174.70000000000002,Person
161,1870204,1,49.7008415136033,-115.75809558371344,1920,Southeast Fire Centre,881.5,Lightning
161,1870234,1,49.30336758552734,-115.14972976837419,1920,Southeast Fire Centre,55.2,Person
161,1869961,1,50.36214368885843,-117.16918172337134,1920,Southeast Fire Centre,1127.0,Lightning
161,1869924,1,49.01437339188076,-117.80884103742225,1920,Southeast Fire Centre,645.9,Person
161,1869928,1,49.612975664852165,-117.50002930967283,1920,Southeast Fire Centre,83.60000000000001,Person
161,1870207,1,50.63907715539561,-118.37663363916856,1920,Southeast Fire Centre,2379.2000000000003,Lightning
161,1870200,1,49.73341415714576,-117.27820504728882,1920,Southeast Fire Centre,345.2,Lightning
161,1870178,1,49.44949991708476,-115.3211524476861,1920,Southeast Fire Centre,242.1,Person
161,1869999,1,49.143201922284774,-118.47090846185988,1920,Southeast Fire Centre,17.1,Person
161,1870119,1,49.775281069831415,-115.79065397341732,1920,Southeast Fire Centre,134.6,Person
161,1870075,1,49.43291653338245,-115.40529523935265,1920,Southeast Fire Centre,30.400000000000002,Person
161,1870104,1,49.07966057159814,-117.56731376842913,1920,Southeast Fire Centre,489.40000000000003,Person
161,1870189,1,50.0287073586528,-115.66414529221593,1920,Southeast Fire Centre,286.6,Person
161,1870224,1,49.35730756375053,-116.3946741723092,1920,Southeast Fire Centre,2596.4,Lightning
161,1870057,1,49.32522836453236,-119.03789819216684,1920,Southeast Fire Centre,70.5,Person
161,1869971,1,49.52274190576692,-117.52173003753815,1920,Southeast Fire Centre,272.5,Lightning
161,1869938,1,49.797244491248996,-117.58138286345397,1920,Southeast Fire Centre,25.6,Lightning
161,1870170,1,49.55380476212081,-115.66968537836796,1920,Southeast Fire Centre,25.0,Person
161,1870164,1,50.34274211950097,-116.02285665854963,1920,Southeast Fire Centre,339.90000000000003,Lightning
161,1870122,1,49.42974530544261,-115.03883577817689,1920,Southeast Fire Centre,53.5,Person
161,1870156,1,49.57643841253374,-114.74874634585505,1920,Southeast Fire Centre,863.1,Person
161,1869997,1,49.867665826440145,-118.03346768183684,1920,Southeast Fire Centre,198.70000000000002,Lightning
161,1869990,1,50.01729722354367,-117.47120162783334,1920,Southeast Fire Centre,1682.8,Lightning
161,1870232,1,49.602979060736494,-116.69860193407474,1920,Southeast Fire Centre,238.4,Lightning
161,1870110,1,49.27555994695312,-115.11165922903875,1920,Southeast Fire Centre,133.8,Person
161,1869931,1,49.11756821705679,-118.29077451428073,1920,Southeast Fire Centre,992.5,Lightning
161,1870141,1,49.32530756168537,-115.36995693170904,1920,Southeast Fire Centre,50.800000000000004,Person
161,1870173,1,49.287203673207394,-117.42121372192531,1920,Southeast Fire Centre,35.1,Lightning
161,1869976,1,50.58517289907825,-117.88702658504684,1920,Southeast Fire Centre,120.60000000000001,Lightning
161,1870194,1,49.5193246662143,-116.7400446487264,1920,Southeast Fire Centre,1217.2,Lightning
161,1869913,1,49.28649837507364,-115.31020185238691,1920,Southeast Fire Centre,43.0,Person
161,1869977,1,50.75115268419755,-117.81600130400446,1920,Southeast Fire Centre,43.4,Lightning
161,1870190,1,49.707186201505785,-116.92901116921435,1920,Southeast Fire Centre,139.9,Lightning
161,1869953,1,49.697306012041594,-117.28043316771374,1920,Southeast Fire Centre,360.2,Lightning
161,1869992,1,50.11041219945777,-116.96300620048223,1920,Southeast Fire Centre,1427.5,Lightning
161,1869941,1,50.66169990718868,-117.0259376665524,1920,Southeast Fire Centre,61.800000000000004,Lightning
161,1870192,1,50.41550561964708,-116.04644761402159,1920,Southeast Fire Centre,148.4,Person
161,1870195,1,50.44958414608227,-116.06763026575888,1920,Southeast Fire Centre,340.7,Person
161,1870193,1,49.68804782493169,-117.11263871083634,1920,Southeast Fire Centre,130.0,Lightning
161,1869946,1,49.52141675811206,-118.8091012422747,1920,Southeast Fire Centre,30.8,Person
161,1869958,1,49.632156817216426,-116.6960317508601,1920,Southeast Fire Centre,6.8,Lightning
161,1870211,1,50.858347933742394,-116.49164225065556,1920,Southeast Fire Centre,126.10000000000001,Lightning
161,1870186,1,50.37748176357622,-117.02203984151502,1920,Southeast Fire Centre,2385.2000000000003,Lightning
161,1870012,1,50.302778888811005,-117.70844110402487,1920,Southeast Fire Centre,99.7,Lightning
161,1870151,1,49.37352399911275,-116.15669600235466,1920,Southeast Fire Centre,27.400000000000002,Lightning
161,1869980,1,50.165868097705214,-117.35745229180934,1920,Southeast Fire Centre,478.40000000000003,Lightning
161,1870174,1,49.04337894725633,-116.88760631055698,1920,Southeast Fire Centre,144.8,Lightning
161,1870100,1,50.647219167507956,-116.20566388469751,1920,Southeast Fire Centre,242.4,Person
161,1870017,1,49.208301627660155,-118.49100403018538,1920,Southeast Fire Centre,887.0,Lightning
161,1869954,1,49.661471617982485,-117.31093537579596,1920,Southeast Fire Centre,227.1,Lightning
161,1870219,1,49.52931271111032,-115.01781023413461,1920,Southeast Fire Centre,187.3,Person
161,1869914,1,49.26359662396975,-117.41789569803456,1920,Southeast Fire Centre,2596.0,Lightning
161,1869943,1,50.6948027562205,-117.01106486888193,1920,Southeast Fire Centre,1065.8,Lightning
161,1870235,1,49.040112065373094,-115.026037280516,1920,Southeast Fire Centre,233.4,Person
161,1870198,1,50.80549202170194,-116.38732726369219,1920,Southeast Fire Centre,500.8,Lightning
161,1870228,1,50.864621950876966,-116.42627009898344,1920,Southeast Fire Centre,118.10000000000001,Lightning
161,1869912,1,49.2967142372903,-115.3416052049661,1920,Southeast Fire Centre,0.4,Person
161,1870008,1,49.65170411301294,-117.33273294963395,1920,Southeast Fire Centre,522.9,Lightning
161,1869982,1,50.27288073820497,-117.66331237157922,1920,Southeast Fire Centre,55.6,Lightning
161,1870080,1,49.691555845379774,-118.08273649994211,1920,Southeast Fire Centre,15.6,Lightning
161,1870209,1,50.85797498991748,-116.47525980986275,1920,Southeast Fire Centre,405.1,Person
161,1870176,1,49.72911238694154,-117.32805590027793,1920,Southeast Fire Centre,374.0,Lightning
161,1870252,1,49.51002116831737,-115.72614459530816,1921,Southeast Fire Centre,59.9,Person
161,1870277,1,49.2644831490217,-117.32947342949107,1921,Southeast Fire Centre,244.1,Lightning
161,1870280,1,49.745032370954505,-118.27016981375517,1921,Southeast Fire Centre,159.4,Lightning
161,1870249,1,49.15633228064099,-116.01914903722815,1921,Southeast Fire Centre,202.3,Person
161,1870284,1,49.036435870403785,-118.07514259808487,1921,Southeast Fire Centre,233.4,Person
161,1870332,1,50.202049569232486,-117.91266987338224,1921,Southeast Fire Centre,68.4,Lightning
161,1870283,1,49.263682697065825,-117.94492900390276,1921,Southeast Fire Centre,315.90000000000003,Lightning
161,1870307,1,49.24538116903887,-118.5499666905017,1921,Southeast Fire Centre,1649.6000000000001,Lightning
161,1870262,1,49.09050399758699,-116.06347303006423,1921,Southeast Fire Centre,458.6,Person
161,1870388,1,49.14247210511817,-117.72464394392615,1921,Southeast Fire Centre,60.1,Person
161,1870276,1,49.254927874878824,-117.32819509459416,1921,Southeast Fire Centre,125.4,Lightning
161,1870263,1,50.237975938285025,-116.1212880846264,1921,Southeast Fire Centre,215.4,Lightning
161,1870254,1,49.704860479323514,-116.94495458827166,1921,Southeast Fire Centre,49.5,Lightning
161,1870282,1,49.03391775071828,-115.85760424794628,1921,Southeast Fire Centre,187.9,Person
161,1870428,1,49.05343089800236,-115.5141284782262,1921,Southeast Fire Centre,1375.7,Lightning
161,1870245,1,49.741590231372925,-115.30543506532761,1921,Southeast Fire Centre,7785.7,Lightning
161,1870341,1,49.39252754101855,-115.32274334454121,1921,Southeast Fire Centre,118.4,Person
161,1870259,1,49.69309747478551,-115.92515684855191,1921,Southeast Fire Centre,47.2,Person
161,1870426,1,49.08165877148819,-115.53061423996377,1921,Southeast Fire Centre,12.8,Lightning
161,1870429,1,49.06371386549596,-115.47219821382603,1921,Southeast Fire Centre,58.5,Lightning
161,1870333,1,49.45901738267403,-117.38641252993841,1921,Southeast Fire Centre,111.3,Person
161,1870310,1,49.37360896840856,-116.14078430972697,1921,Southeast Fire Centre,43.9,Person
161,1870433,1,50.404131943818356,-118.40339365252163,1921,Southeast Fire Centre,170.3,Lightning
161,1870413,1,49.126709307769204,-116.29523080405538,1921,Southeast Fire Centre,1345.2,Lightning
161,1870381,1,49.062344914458926,-117.73908470562249,1921,Southeast Fire Centre,36.6,Person
161,1870290,1,49.13313506532156,-117.84715387182743,1921,Southeast Fire Centre,411.3,Person
161,1870334,1,49.4732303612259,-117.52659349708793,1921,Southeast Fire Centre,42.800000000000004,Person
161,1870271,1,49.89514719523788,-117.07943978509648,1921,Southeast Fire Centre,85.10000000000001,Person
161,1870424,1,49.0817821968745,-115.46081746916514,1921,Southeast Fire Centre,28.2,Lightning
161,1870275,1,49.143919593947174,-118.13556149929455,1921,Southeast Fire Centre,3632.7000000000003,Person
161,1870314,1,49.13388080893406,-118.88023776129724,1921,Southeast Fire Centre,199.5,Person
161,1870285,1,49.167178299512585,-117.23398238635839,1921,Southeast Fire Centre,119.9,Lightning
161,1870412,1,49.16803754609608,-117.36023805886835,1921,Southeast Fire Centre,16.3,Lightning
161,1870325,1,49.18472122197933,-118.97061828367042,1921,Southeast Fire Centre,40.2,Person
161,1870427,1,49.07378320925352,-115.46021149512607,1921,Southeast Fire Centre,24.3,Lightning
161,1870289,1,50.0868064833096,-118.0405094529138,1921,Southeast Fire Centre,402.6,Lightning
161,1870403,1,49.05793497534643,-116.14707516229677,1921,Southeast Fire Centre,68.5,Person
161,1870431,1,50.359234755116695,-118.5496941462686,1921,Southeast Fire Centre,118.5,Lightning
161,1870435,1,50.71191972158842,-116.26052640921593,1921,Southeast Fire Centre,386.0,Lightning
161,1870305,1,49.680499315829586,-116.70528497044326,1921,Southeast Fire Centre,303.8,Lightning
161,1870375,1,50.848872587454075,-116.43606626360757,1921,Southeast Fire Centre,39.7,Person
161,1870335,1,49.41534782608907,-117.6256962612004,1921,Southeast Fire Centre,49.7,Person
161,1870243,1,49.44123810331333,-115.05857821370894,1921,Southeast Fire Centre,35.300000000000004,Person
161,1870286,1,49.01727356294964,-117.87273790559566,1921,Southeast Fire Centre,471.0,Person
161,1870251,1,49.780281530709345,-115.63110624074707,1921,Southeast Fire Centre,786.5,Lightning
161,1870250,1,49.045303720605965,-117.56333691707938,1921,Southeast Fire Centre,1313.8,Person
161,1870299,1,49.20811484817744,-118.34800440514998,1921,Southeast Fire Centre,7161.6,Person
161,1870378,1,50.118187391745586,-115.82049238435353,1921,Southeast Fire Centre,527.1,Lightning
161,1870406,1,49.4203384533751,-115.26812777326712,1921,Southeast Fire Centre,415.2,Person
161,1870324,1,49.20477800727183,-118.95727924542227,1921,Southeast Fire Centre,49.0,Person
161,1870306,1,49.080368336948816,-117.53238626762575,1921,Southeast Fire Centre,102.2,Lightning
161,1870248,1,50.16077737195446,-116.64618748966889,1921,Southeast Fire Centre,192.70000000000002,Lightning
161,1870396,1,49.71349581879714,-115.64949839361988,1921,Southeast Fire Centre,1321.8,Lightning
161,1870260,1,49.023144835354024,-117.31815895848428,1921,Southeast Fire Centre,480.7,Lightning
161,1870294,1,50.323576856093155,-117.53571995326054,1921,Southeast Fire Centre,58.2,Lightning
161,1870266,1,50.42718776103612,-117.18032955546664,1921,Southeast Fire Centre,1117.5,Lightning
161,1870278,1,49.89352034613633,-118.1872925701998,1921,Southeast Fire Centre,17.400000000000002,Person
161,1870326,1,49.21665221652901,-118.93683993019438,1921,Southeast Fire Centre,144.8,Person
161,1870390,1,49.5276412523094,-115.43032873085374,1921,Southeast Fire Centre,51.9,Lightning
161,1870318,1,50.525489323862786,-115.90270948952768,1921,Southeast Fire Centre,83.8,Person
161,1870323,1,49.23417197916226,-118.91989191445785,1921,Southeast Fire Centre,23.3,Person
161,1870415,1,49.08158584544544,-116.4820137370728,1921,Southeast Fire Centre,192.0,Person
161,1870288,1,49.97468037718013,-116.84376517618409,1921,Southeast Fire Centre,104.0,Lightning
161,1870300,1,49.03666150681695,-117.71153144922137,1921,Southeast Fire Centre,186.9,Person
161,1870397,1,49.33356404423647,-119.08094722219612,1921,Southeast Fire Centre,116.4,Person
161,1870256,1,49.64806760528311,-117.8011595531422,1921,Southeast Fire Centre,93.5,Lightning
161,1870297,1,50.79073909021801,-117.23609159425862,1921,Southeast Fire Centre,322.1,Lightning
161,1870253,1,51.825877599889544,-117.8220979314391,1921,Southeast Fire Centre,487.7,Lightning
161,1870425,1,49.08213088385112,-115.5226205243332,1921,Southeast Fire Centre,10.6,Lightning
161,1870340,1,49.44176442878821,-117.59619153578613,1921,Southeast Fire Centre,59.7,Person
161,1870553,1,50.37458677394622,-118.44776312207722,1922,Southeast Fire Centre,25.0,Lightning
161,1870815,1,49.17295672759619,-118.71767460497996,1922,Southeast Fire Centre,28.7,Lightning
161,1870644,1,49.32467522988522,-117.53417463193941,1922,Southeast Fire Centre,2841.1,Lightning
161,1870619,1,49.74731383018567,-115.87010673587878,1922,Southeast Fire Centre,84.5,Person
161,1870755,1,50.665878634411214,-117.6075808031906,1922,Southeast Fire Centre,54.5,Person
161,1870483,1,49.63214296551119,-116.71639452183489,1922,Southeast Fire Centre,23.2,Lightning
161,1871049,1,49.190732456488014,-115.36203662523057,1922,Southeast Fire Centre,3630.1,Person
161,1870809,1,49.07703059608929,-117.72238088382556,1922,Southeast Fire Centre,45.6,Person
161,1870697,1,49.197142580836996,-117.11790957961917,1922,Southeast Fire Centre,395.8,Lightning
161,1870564,1,49.51679999844996,-116.8576855976897,1922,Southeast Fire Centre,878.8000000000001,Lightning
